what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1414447273423
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1414447275943
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1414447276173
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1414447276193
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1414447278223
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1414447278413
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1414447278453
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1414447286994
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414447295004
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414447309319
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414447315141
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414447320921
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414447322201
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414447400201
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414447402428
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414447459216
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414447470050
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414447472123
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414447475145
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414447625973
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1414447628256
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1414447628426
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414447630456
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1414447634902
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414447634926
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1414447634944
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414447639003
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414447643398
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414447644398
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414447748178
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1414447749360
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414447751110
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414447970053
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414447970964
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414447973596
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414447974210
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414448290708
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414448292059
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414449207088
started,bundle,org.eclipse.wst.jsdt.debug.core,2.0.101.v201201112313,"org.eclipse.wst.jsdt.debug.core",1414449208294
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414449211100
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1414449215405
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1414449215530
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1414449215656
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1414449216046
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1414449216452
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.106.v201004211805,"org.eclipse.jst.ws.axis2.creation.core",1414449216717
activated,perspective,org.eclipse.jst.j2ee.ui,,"org.eclipse.jst.j2ee.J2EEPerspective",1414452332379
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1414452332379
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1414452332426
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1414452332457
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1414452332504
